place,canonical,n_colonies,n_mentions,first_year,last_year,global_role,has_geo_cue
albany,Albany,3,73,1878,1917,local,True
bougainville,Bougainville,6,73,1894,1966,local,True
lake_kioga,Lake Kioga,5,73,1913,1950,local,True
dividing_range,Dividing Range,3,72,1894,1917,local,False
bartica,Bartica,1,72,1897,1952,local,True
st_kitts_nevis,St. Kitts-Nevis,5,72,1913,1952,local,True
cape_howe,Cape Howe,4,71,1867,1917,local,True
oil_islands,Oil Islands,1,71,1886,1962,local,True
caribbean_sea,Caribbean Sea,6,70,1867,1966,local,False
point_danger,Point Danger,4,70,1867,1917,local,True
cays,Cays,3,70,1867,1951,local,False
cape_parliament,Cape Parliament,5,70,1877,1927,local,True
western_district,Western District,16,70,1889,1955,ambiguous,True
st_martin,St. Martin,4,70,1889,1952,local,True
st_lucy,St. Lucy,3,69,1867,1955,local,True
west_india_islands,West India Islands,11,69,1867,1957,ambiguous,True
north_western_district,North-Western District,5,69,1877,1940,local,True
muda_river,Muda River,9,69,1877,1940,ambiguous,True
archipelago,Archipelago,5,69,1886,1946,local,False
rio,Rio,11,69,1890,1963,ambiguous,False
port_bell,Port Bell,6,69,1913,1962,local,True
bird_island,Bird Island,6,68,1867,1951,local,True
watford_islands,Watford Islands,4,68,1877,1959,local,True
griqualand_west,Griqualand West,5,68,1877,1913,local,True
vaal_river,Vaal River,5,68,1877,1913,local,True
fanti,Fanti,4,68,1877,1950,local,False
the_virgin_islands,The Virgin Islands,6,68,1878,1966,local,True
anuradhapura,Anuradhapura,1,68,1880,1946,local,False
pitcairn_island,Pitcairn Island,11,68,1886,1966,ambiguous,True
road_town,Road Town,3,68,1909,1966,local,False
mount_troodos,Mount Troodos,1,67,1883,1951,local,True
malindi,Malindi,9,67,1890,1963,ambiguous,True
shai,Shai,4,67,1894,1940,local,False
gold_coast_government,Gold Coast Government,4,67,1905,1956,local,False
york_island,York Island,1,67,1913,1960,local,True
potaro_river,Potaro River,1,67,1931,1966,local,True
qishn,Qishn,2,67,1939,1966,local,True
cape_hatteras,Cape Hatteras,4,66,1877,1966,local,True
monkey_river,Monkey River,1,66,1880,1951,local,True
gcalekaland,Gcalekaland,2,66,1883,1920,local,True
benin_river,Benin River,8,66,1886,1927,ambiguous,True
bab,Bab,3,66,1894,1966,local,False
mandeb,Mandeb,3,66,1894,1966,local,False
taveuni,Taveuni,3,66,1925,1965,local,True
andros,Andros,4,66,1928,1966,local,False
kamaran,Kamaran,2,66,1940,1966,local,True
northern_district,Northern District,19,65,1883,1951,ambiguous,True
rockhampton,Rockhampton,2,65,1888,1917,local,True
eshowe,Eshowe,3,65,1888,1910,local,True
cuyuni,Cuyuni,1,65,1896,1966,local,False
liberia,Liberia,8,65,1897,1956,ambiguous,False
rose_hill,Rose Hill,1,65,1898,1966,local,True
indo_mauritians,Indo-Mauritians,1,65,1905,1966,local,False
somaliland,Somaliland,9,65,1917,1963,ambiguous,True
mayaguana,Mayaguana,3,64,1867,1950,local,False
caribbee_islands,Caribbee Islands,4,64,1867,1948,local,True
st_domingo,St. Domingo,4,64,1880,1957,local,True
little_cayman,Little Cayman,2,64,1886,1966,local,False
victoria_harbour,Victoria Harbour,4,64,1889,1951,local,True
akwamu,Akwamu,4,64,1894,1950,local,False
iddo_island,Iddo Island,3,64,1896,1914,local,True
epe,Epe,3,64,1896,1914,local,False
bandarawela,Bandarawela,1,64,1898,1946,local,False
nile_valley,Nile Valley,4,64,1900,1951,local,True
tumpat,Tumpat,10,64,1918,1957,ambiguous,True
lighterage_department,Lighterage Department,3,64,1923,1940,local,False
north_carolina,North Carolina,4,63,1877,1966,local,False
gampola,Gampola,1,63,1880,1946,local,False
bird,Bird,3,63,1890,1966,local,False
port_swettenham,Port Swettenham,10,63,1906,1957,ambiguous,True
nyanza,Nyanza,5,63,1906,1963,local,False
rotuma,Rotuma,4,63,1908,1966,local,True
idutywa_reserve,Idutywa Reserve,2,62,1877,1922,local,False
sierra_leone_river,Sierra Leone River,2,62,1888,1957,local,True
sea_island,Sea Island,10,62,1896,1962,ambiguous,True
yoruba,Yoruba,4,62,1896,1960,local,False
bethlehem,Bethlehem,3,62,1899,1946,local,False
seria,Seria,1,62,1932,1963,local,True
aden_colony,Aden Colony,3,62,1940,1965,local,False
mount_adam,Mount Adam,2,61,1867,1962,local,True
the_rock,The Rock,1,61,1877,1966,local,False
yokohama,Yokohama,3,61,1877,1913,local,False
insolvency,Insolvency,4,61,1878,1917,local,False
the_seychelles_islands,The Seychelles Islands,2,61,1880,1966,local,True
burma,Burma,14,61,1888,1960,ambiguous,True
marampa,Marampa,2,61,1934,1960,local,True
st_george_ord,St. George Ord,10,60,1867,1965,ambiguous,True
st_catherine,St. Catherine,1,60,1888,1954,local,True
bay_settlement,Bay Settlement,3,60,1888,1966,local,True
eastern_district,Eastern District,16,60,1889,1950,ambiguous,True
the_harbour,The Harbour,7,60,1890,1964,ambiguous,True
barotseland,Barotseland,3,60,1900,1964,local,True
mosul,Mosul,2,60,1921,1932,local,False
rotterdam,Rotterdam,7,60,1921,1961,ambiguous,False
st_croix,St. Croix,12,59,1867,1946,ambiguous,True
the_district,The District,12,59,1878,1953,ambiguous,True
townsville,Townsville,3,59,1878,1917,local,True
western_atlantic_ocean,Western Atlantic Ocean,3,59,1883,1966,local,False
port_maria,Port Maria,2,59,1888,1961,local,True
klang,Klang,9,59,1888,1936,ambiguous,True
solomon_islands,Solomon Islands,8,59,1889,1963,ambiguous,True
st_lawrence,St. Lawrence,4,58,1867,1928,local,True
barra_point,Barra Point,2,58,1867,1965,local,False
the_cayman_islands,The Cayman Islands,2,58,1886,1951,local,True
ratnapura,Ratnapura,1,58,1888,1946,local,False
tai_po,Tai Po,1,58,1905,1966,local,False
antwerp,Antwerp,11,58,1905,1963,ambiguous,True
zanzibar_island,Zanzibar Island,1,58,1905,1963,local,True
lumbwa,Lumbwa,6,58,1906,1950,local,True
western_africa,Western Africa,6,57,1867,1950,local,True
st_patrick,St. Patrick,13,57,1879,1964,ambiguous,True
nawalapitiya,Nawalapitiya,2,57,1880,1946,local,False
champion_bay,Champion Bay,1,57,1888,1917,local,True
jollofs,Jollofs,2,57,1889,1940,local,False
barima_river,Barima River,1,57,1897,1951,local,True
tenom,Tenom,2,57,1905,1940,local,False
torres_islands,Torres Islands,5,57,1909,1966,local,True
jordan,Jordan,4,57,1921,1959,local,False
silhouette,Silhouette,4,56,1878,1966,local,False
oyster_creek,Oyster Creek,2,56,1879,1957,local,True
mullins_river,Mullins River,1,56,1888,1946,local,True
port_william,Port William,2,56,1888,1966,local,True
mah,Mah,2,56,1888,1966,local,True
nyasaland_protectorate,Nyasaland Protectorate,5,56,1905,1964,local,False
kowloon_peninsula,Kowloon Peninsula,1,56,1908,1966,local,True
port_alfred,Port Alfred,1,55,1877,1909,local,True
sandwich_islands,Sandwich Islands,6,55,1877,1963,local,True
bimini,Bimini,4,55,1883,1950,local,False
syracuse,Syracuse,2,55,1896,1964,local,False
jubaland,Jubaland,4,55,1900,1963,local,False
great_rift_valley,Great Rift Valley,4,55,1905,1964,local,True
somers_islands,Somers Islands,2,55,1910,1966,local,True
port_trust,Port Trust,3,55,1927,1958,local,True
gulf_of_carpentaria,Gulf of Carpentaria,4,54,1867,1917,local,True
carpentaria,Carpentaria,4,54,1867,1917,local,True
railway_receipts,Railway Receipts,1,54,1877,1936,local,False
knysna,Knysna,2,54,1888,1922,local,True
st_anne,St. Anne,3,54,1890,1966,local,True
sussex,Sussex,2,54,1894,1951,local,False
guernsey,Guernsey,3,54,1894,1950,local,False
kegalla,Kegalla,1,54,1897,1946,local,False
hart_bennett,Hart Bennett,3,54,1905,1966,local,False
rift_valley,Rift Valley,5,54,1906,1963,local,True
patriarch,Patriarch,1,54,1911,1951,local,False
banjola,Banjola,2,54,1913,1950,local,True
hong_kong_island,Hong Kong Island,1,54,1948,1966,local,True
berry_islands,Berry Islands,3,53,1867,1950,local,True
sandy,Sandy,4,53,1867,1951,local,False
canton_river,Canton River,1,53,1867,1951,local,True
scarborough_bay,Scarborough Bay,7,53,1867,1957,ambiguous,True
st_laurent,St. Laurent,4,53,1880,1951,local,True
the_bahamas,The Bahamas,3,53,1888,1950,local,False
rewa,Rewa,1,53,1888,1951,local,False
lake_bangweulu,Lake Bangweulu,2,53,1921,1964,local,True
shihir,Shihir,2,53,1939,1966,local,True
queenstown,Queenstown,4,52,1877,1933,local,False
village_councils,Village Councils,3,52,1877,1955,local,False
hindustan,Hindustan,1,52,1888,1946,local,False
green,Green,8,52,1888,1966,ambiguous,False
porto_novo,Porto Novo,3,52,1889,1914,trading_partner,True
curieuse,Curieuse,2,52,1890,1966,local,False
denis,Denis,2,52,1894,1966,local,False
selukwe,Selukwe,5,52,1896,1927,local,True
savage_island,Savage Island,5,52,1905,1924,local,True
somaliland_protectorate,Somaliland Protectorate,5,52,1905,1961,local,False
empty_quarter,Empty Quarter,2,52,1946,1966,local,False
cockscomb_mountains,Cockscomb Mountains,2,51,1877,1951,local,True
chili,Chili,5,51,1888,1929,local,True
the_maltese_islands,The Maltese Islands,1,51,1889,1951,local,True
pacific_islands,Pacific Islands,8,51,1894,1963,ambiguous,True
frigate,Frigate,1,51,1894,1966,local,False
pedro,Pedro,5,51,1900,1957,local,False
blue_mountain_range,Blue Mountain Range,1,51,1905,1940,local,False
niue,Niue,6,51,1905,1966,local,False
river_zambesi,River Zambesi,4,51,1905,1927,local,True
mount_elgon,Mount Elgon,4,51,1907,1962,local,True
buenos_aires,Buenos Aires,7,51,1922,1966,ambiguous,False
moreton_bay,Moreton Bay,4,50,1867,1917,local,True
from_kingston,From Kingston,1,50,1877,1951,local,False
krian_river,Krian River,9,50,1880,1940,ambiguous,True
singapore_island,Singapore Island,10,50,1888,1963,ambiguous,True
dindings,Dindings,4,50,1894,1940,local,False
mahu,Mahu,1,50,1905,1930,local,False
kotonu,Kotonu,3,50,1905,1951,local,True
liukung,Liukung,1,50,1905,1930,local,True
wodehouse,Wodehouse,4,49,1867,1951,local,True
point_palmyra,Point Palmyra,1,49,1867,1946,local,True
lord_elgin,Lord Elgin,1,49,1867,1940,local,False
bay_of_gibraltar,Bay of Gibraltar,1,49,1877,1951,local,True
dios,Dios,2,49,1877,1951,local,False
albion_island,Albion Island,2,49,1877,1951,local,True
st_phillip,St. Phillip,5,49,1877,1953,local,True
grand_river,Grand River,1,49,1878,1951,local,True
st_mark,St. Mark,8,49,1879,1948,ambiguous,True
keeling_islands,Keeling Islands,5,49,1880,1949,local,True
fort_george,Fort George,2,49,1883,1966,local,True
tasso,Tasso,2,49,1888,1951,local,False
ogbo,Ogbo,3,49,1889,1951,local,True
cerf,Cerf,2,49,1894,1966,local,False
fort_hall,Fort Hall,5,49,1906,1951,local,True
great_bahama,Great Bahama,1,48,1867,1940,local,False
lower_canada,Lower Canada,3,48,1867,1888,local,True
bass,Bass,3,48,1867,1917,local,False
courland_bay,Courland Bay,7,48,1867,1951,ambiguous,True
gracias,Gracias,2,48,1877,1951,local,False
denkera,Denkera,4,48,1877,1940,local,False
tavuni,Tavuni,1,48,1888,1933,local,False
port_herald,Port Herald,5,48,1896,1948,local,True
cominotto,Cominotto,2,48,1896,1964,local,False
south_shetlands,South Shetlands,3,48,1907,1966,local,False
river_benue,River Benue,1,48,1915,1951,local,True
rivers_niger,Rivers Niger,1,48,1915,1951,local,False
south_west_africa,South-West Africa,8,48,1917,1966,local,True
jordan_valley,Jordan Valley,1,48,1921,1946,local,True
the_aden_protectorate,The Aden Protectorate,2,48,1923,1962,local,False
acklin_island,Acklin Island,1,47,1877,1940,local,True
kadavu,Kadavu,1,47,1888,1950,local,False
papua,Papua,8,47,1889,1939,local,True
kilwa,Kilwa,9,47,1906,1961,ambiguous,True
south_arabia,South Arabia,1,47,1963,1966,local,True
mole_head,Mole Head,4,46,1867,1940,local,True
cape_comorin,Cape Comorin,1,46,1878,1950,local,True
pitcairn,Pitcairn,12,46,1878,1966,ambiguous,True
mount_gambier,Mount Gambier,1,46,1878,1917,local,True
stellenbosch,Stellenbosch,2,46,1883,1922,local,False
southern_caribbee_islands,Southern Caribbee Islands,8,46,1886,1957,ambiguous,True
river_there,River. There,3,46,1888,1951,local,True
elu,Elu,1,46,1888,1946,local,False
the_laccadive_islands,The Laccadive Islands,1,46,1888,1946,local,True
victoria_district,Victoria District,4,46,1888,1951,local,True
st_elizabeth,St. Elizabeth,1,46,1894,1954,local,True
western_akim,Western Akim,4,46,1894,1948,local,False
chacachacare,Chacachacare,3,46,1894,1952,local,False
papar,Papar,3,46,1896,1963,local,False
guadalcanal,Guadalcanal,3,46,1897,1963,local,True
manuae,Manuae,3,46,1905,1924,local,False
sea_cow_island,Sea Cow Island,1,46,1905,1966,local,True
the_amirantes,The Amirantes,1,46,1905,1966,local,False
alphonse_island,Alphonse Island,1,46,1905,1966,local,True
st_pierre_island,St. Pierre Island,1,46,1905,1966,local,True
pierre_island,Pierre Island,1,46,1905,1966,local,True
cosmoledo_group,Cosmoledo Group,1,46,1905,1966,local,False
astove_island,Astove Island,1,46,1905,1966,local,True
assumption_island,Assumption Island,1,46,1905,1966,local,True
shire_highlands,Shire Highlands,2,46,1908,1951,local,False
samarahan_river,Samarahan River,2,46,1908,1963,local,True
cocos_islands,Cocos Islands,6,46,1908,1963,local,True
farquhar_island,Farquhar Island,1,46,1924,1965,local,True
canterbury,Canterbury,3,45,1867,1922,local,True
improvement,Improvement,1,45,1880,1936,local,False
river_hondo,River Hondo,1,45,1883,1951,local,True
pieter_both,Pieter Both,1,45,1883,1950,local,False
piton,Piton,1,45,1883,1951,local,False
ambergris,Ambergris,1,45,1888,1951,local,False
fox_bay,Fox Bay,2,45,1898,1966,local,True
tambunan,Tambunan,2,45,1905,1963,local,False
south_orkneys,South Orkneys,3,45,1907,1966,local,False
shortland_island,Shortland Island,3,45,1908,1932,local,True
mempakul,Mempakul,2,45,1918,1940,local,False
st_salvador,St. Salvador,1,44,1867,1917,local,True
rio_grande,Rio Grande,3,44,1867,1951,local,True
cape_legislature,Cape Legislature,4,44,1877,1927,local,True
ceded_mile,Ceded Mile,2,44,1880,1965,local,False
morant_cays,Morant Cays,1,44,1888,1957,local,False
taprobane,Taprobane,1,44,1889,1946,local,False
krepi,Krepi,4,44,1894,1940,local,False
ningo,Ningo,4,44,1894,1940,local,False
vavau,Vavau,5,44,1894,1948,local,True
nyassaland,Nyassaland,11,44,1896,1954,ambiguous,True
uruguay,Uruguay,6,44,1898,1952,local,True
gambia_island,Gambia Island,1,44,1900,1960,local,True
gold_coast_ports,Gold Coast Ports,3,44,1920,1928,local,False
southern_ocean,Southern Ocean,2,43,1867,1917,local,False
savannah,Savannah,4,43,1877,1946,local,False
pouce,Pouce,1,43,1883,1950,local,False
casuarina,Casuarina,2,43,1888,1951,local,False
pandanus,Pandanus,2,43,1888,1951,local,False
turneffe,Turneffe,1,43,1889,1951,local,False
islas_malvinas,Islas Malvinas,2,43,1889,1951,local,False
bay_islands,Bay Islands,1,43,1894,1954,local,True
mount_st,Mount St,8,43,1894,1948,ambiguous,True
at_accra,At Accra,4,43,1896,1934,local,False
lamag,Lamag,2,43,1900,1940,local,False
malaita,Malaita,4,43,1906,1963,local,True
philippine_islands,Philippine Islands,4,43,1912,1950,local,True
haiti,Haiti,7,43,1912,1966,ambiguous,True
countries,Countries,11,42,1880,1964,ambiguous,True
sardinia,Sardinia,1,42,1883,1951,local,False
trieste,Trieste,4,42,1883,1940,local,True
fort_adelaide,Fort Adelaide,1,42,1883,1946,local,True
fourah_bay,Fourah Bay,3,42,1883,1965,local,True
port_mathurin,Port Mathurin,2,42,1888,1946,local,True
fellowship,Fellowship,2,42,1889,1951,local,False
dondra_head,Dondra Head,1,42,1889,1946,local,True
les_iles_malouines,Les Iles Malouines,2,42,1889,1951,local,False
blake,Blake,2,42,1894,1965,local,False
chang_district,Chang District,1,42,1920,1951,local,True
nchanga,Nchanga,1,42,1931,1952,local,False
kuria_muria_islands,Kuria Muria Islands,2,42,1946,1966,local,True
radio_hong_kong,Radio Hong Kong,1,42,1950,1966,local,False
caicos,Caicos,2,41,1867,1966,local,False
leckie,Leckie,4,41,1867,1910,local,False
fingoland,Fingoland,2,41,1877,1922,local,False
stewart,Stewart,5,41,1877,1922,local,False
cape_leeuwin,Cape Leeuwin,1,41,1888,1946,local,True
granada,Granada,3,41,1889,1940,local,True
round,Round,1,41,1889,1940,local,False
river_division,River Division,5,41,1889,1963,local,True
brunei_bay,Brunei Bay,9,41,1890,1951,ambiguous,True
kilifi,Kilifi,7,41,1890,1963,ambiguous,True
the_moslems,The Moslems,2,41,1894,1951,local,False
denis_island,Denis Island,1,41,1894,1951,local,True
bijoutier_island,Bijoutier Island,1,41,1905,1966,local,True
chilwa,Chilwa,3,41,1906,1961,local,False
railway_district,Railway District,1,41,1908,1940,local,True
bamenda_district,Bamenda District,1,41,1920,1951,local,True
urundi,Urundi,3,41,1920,1961,local,False
bay_college,Bay College,3,41,1939,1963,local,True
fort_marlborough,Fort Marlborough,3,40,1867,1940,local,True
biminis,Biminis,3,40,1877,1954,local,False
river_sarstoon,River Sarstoon,2,40,1877,1951,local,True
the_main_island,The Main Island,2,40,1883,1939,local,True
pedias,Pedias,1,40,1883,1950,local,False
at_famagusta,At Famagusta,1,40,1883,1951,local,False
port_st,Port St,2,40,1888,1922,local,True
cape_kormakiti,Cape Kormakiti,1,40,1888,1951,local,True
cooktown,Cooktown,5,40,1888,1917,local,True
acadians,Acadians,2,40,1894,1951,local,True
chama,Chama,4,40,1894,1933,local,False
the_ankobra_river,The Ankobra River,4,40,1894,1953,local,True
ikorodu,Ikorodu,4,40,1896,1960,local,False
busoga,Busoga,2,40,1900,1951,local,False
minuwangoda,Minuwangoda,1,40,1905,1946,local,False
penrhyn,Penrhyn,4,40,1905,1924,local,False
mlanje,Mlanje,3,40,1906,1964,local,False
kisimayu,Kisimayu,5,40,1906,1937,local,True
batang_padang,Batang Padang,5,40,1906,1936,local,True
akaba,Akaba,3,40,1921,1940,local,True
essequibo_river,Essequibo River,1,40,1925,1951,local,True
crater,Crater,2,40,1946,1966,local,True
santa_cruz,Santa Cruz,6,39,1867,1963,local,True
new_river,New River,2,39,1867,1951,local,True
drakensberg_mountains,Drakensberg Mountains,5,39,1877,1922,local,True
carpas_mountains,Carpas Mountains,1,39,1883,1950,local,True
kyrenia_mountains,Kyrenia Mountains,1,39,1883,1951,local,True
koro,Koro,1,39,1889,1951,local,False
sigatoka,Sigatoka,1,39,1889,1950,local,False
in_vanua_levu,In Vanua Levu,1,39,1889,1951,local,False
rejang_river,Rejang River,2,39,1894,1963,local,True
ebute_metta,Ebute Metta,3,39,1896,1949,local,False
river_ribbi,River Ribbi,1,39,1900,1951,local,True
ijebu_ode,Ijebu-Ode,3,39,1905,1951,local,False
pomeroon_river,Pomeroon River,1,39,1925,1966,local,True
