place,canonical,n_colonies,n_mentions,first_year,last_year,global_role,has_geo_cue
observatory,Observatory,3,35,1888,1961,local,False
esperance,Esperance,2,35,1890,1922,local,False
venezuelans,Venezuelans,1,35,1896,1930,local,False
avarua,Avarua,4,35,1900,1924,local,False
fort_kykoveral,Fort Kykoveral,1,35,1905,1951,local,True
montagne_longue,Montagne Longue,1,35,1906,1951,local,True
st_francois_island,St. Francois Island,1,35,1906,1966,local,True
francois_island,Francois Island,1,35,1906,1966,local,True
bremen,Bremen,6,35,1907,1963,local,False
low_veld,Low Veld,1,35,1908,1927,local,False
lau_islands,Lau Islands,1,35,1909,1951,local,True
narok,Narok,6,35,1920,1951,local,True
gilbertese,Gilbertese,6,35,1920,1966,local,True
mesopotamia,Mesopotamia,2,35,1921,1951,local,True
kurdish,Kurdish,2,35,1921,1932,local,False
property_tax,Property Tax,2,35,1954,1966,local,False
river_volta,River Volta,3,34,1867,1956,local,True
heligoland,Heligoland,3,34,1867,1951,local,True
santa_maria,Santa Maria,5,34,1877,1966,local,True
deli,Deli,3,34,1877,1932,local,True
great_fish_river,Great Fish River,1,34,1878,1909,local,True
kei_river,Kei River,1,34,1878,1909,local,True
provincial_road_committees,Provincial Road Committees,1,34,1878,1925,local,False
bechuana,Bechuana,9,34,1878,1966,ambiguous,True
ottoman_turks,Ottoman Turks,1,34,1883,1951,local,False
hattana,Hattana,1,34,1888,1940,local,False
port_victoria,Port Victoria,3,34,1888,1966,local,True
ipswich,Ipswich,2,34,1888,1917,local,False
river_ruo,River Ruo,5,34,1896,1951,local,True
sembilan_islands,Sembilan Islands,3,34,1896,1940,local,True
illorin,Illorin,3,34,1900,1914,local,False
ellice_islands,Ellice Islands,8,34,1900,1966,ambiguous,True
kowloon_city,Kowloon City,1,34,1905,1949,local,False
loangwa_river,Loangwa River,3,34,1906,1951,local,True
the_cayo,The Cayo,1,34,1906,1921,local,False
port_dickson,Port Dickson,8,34,1906,1951,ambiguous,True
vila,Vila,6,34,1909,1963,local,True
langkawi,Langkawi,6,34,1918,1936,local,True
malayan_union,Malayan Union,6,34,1946,1957,local,True
port_jackson,Port Jackson,4,33,1867,1917,local,True
federal_colony,Federal Colony,3,33,1877,1930,local,False
colombo_harbour,Colombo Harbour,1,33,1878,1940,local,True
gau,Gau,1,33,1888,1936,local,False
botany_bay,Botany Bay,5,33,1888,1917,local,True
toowoomba,Toowoomba,2,33,1888,1917,local,False
kong_mountains,Kong Mountains,4,33,1889,1932,local,True
cape_guardafui,Cape Guardafui,4,33,1894,1960,local,True
la_linea,La Linea,1,33,1894,1951,local,True
opobo_river,Opobo River,5,33,1894,1914,local,True
agbosome,Agbosome,4,33,1894,1939,local,False
iddo,Iddo,4,33,1897,1951,local,False
kamerun,Kamerun,4,33,1900,1922,local,True
kiragba,Kiragba,1,33,1900,1951,local,False
ankobra,Ankobra,3,33,1905,1939,local,False
river_district,River District,7,33,1905,1949,ambiguous,True
the_windward_islands,The Windward Islands,5,33,1905,1957,local,True
vintang_creek,Vintang Creek,2,33,1910,1932,local,True
brefet,Brefet,2,33,1917,1950,local,False
tampa,Tampa,3,33,1933,1966,local,False
gulf_of_aden,Gulf of Aden,4,33,1939,1966,local,True
bahamas_government,Bahamas Government,5,33,1946,1966,local,False
castries,Castries,6,32,1867,1966,local,True
graham,Graham,4,32,1877,1921,local,False
st_nazaire,St. Nazaire,4,32,1879,1949,local,True
ord,Ord,4,32,1879,1939,local,False
in_barbados,In Barbados,3,32,1888,1962,local,False
montsioa,Montsioa,1,32,1889,1894,local,False
st_augustine,St. Augustine,7,32,1889,1960,ambiguous,True
calocasia,Calocasia,1,32,1889,1939,local,False
stonecutter,Stonecutter,1,32,1889,1939,local,False
mandingoes,Mandingoes,3,32,1889,1965,local,False
mombassa,Mombassa,5,32,1890,1939,trading_partner,True
macaulay,Macaulay,3,32,1894,1924,local,False
praya_west_reclamation,Praya West Reclamation,1,32,1905,1940,local,False
west_river,West River,1,32,1905,1940,local,True
lakes_chiuta,Lakes Chiuta,3,32,1906,1951,local,False
juba_river,Juba River,4,32,1906,1963,local,True
the_fishery_harbour,The Fishery Harbour,1,32,1906,1940,local,True
othello,Othello,1,32,1906,1951,local,False
trans_volta_district,Trans-Volta District,4,32,1906,1940,local,True
mbandini,Mbandini,1,32,1908,1927,local,False
headquarters_district,Headquarters District,1,32,1910,1951,local,True
lower_river,Lower River,3,32,1910,1954,local,True
somalia,Somalia,5,32,1914,1963,local,True
rio_claro,Rio Claro,4,32,1918,1951,local,True
twisleton_wykeham_fiennes,Twisleton-Wykeham-Fiennes,1,32,1919,1966,local,False
ruanda,Ruanda,3,32,1920,1961,local,False
port_egmont,Port Egmont,2,32,1922,1966,local,True
ruanda_urundi,Ruanda-Urundi,3,32,1946,1961,local,True
lake_kyoga,Lake Kyoga,2,32,1949,1962,local,True
gulf_of_st,Gulf of St,1,31,1867,1927,local,True
paarl,Paarl,1,31,1877,1909,local,False
port_nolloth,Port Nolloth,2,31,1877,1913,local,True
milan,Milan,2,31,1877,1959,local,False
hennessy,Hennessy,4,31,1883,1966,local,False
idalia,Idalia,1,31,1888,1934,local,False
mount_albert_edward,Mount Albert Edward,2,31,1890,1917,local,True
fort_rosebery,Fort Rosebery,3,31,1896,1952,local,True
dusuns,Dusuns,4,31,1896,1961,local,False
shark_bay,Shark Bay,1,31,1897,1917,local,True
enkeldoorn,Enkeldoorn,4,31,1898,1927,local,False
river_south,River South,1,31,1905,1940,local,True
imo,Imo,3,31,1905,1951,local,False
tana_river,Tana River,4,31,1906,1963,local,True
embu,Embu,4,31,1909,1951,local,False
port_the,Port. The,1,31,1911,1951,local,True
sugar_loaf,Sugar Loaf,1,31,1911,1951,local,False
gulu,Gulu,5,31,1918,1962,local,False
trans_nzoia,Trans Nzoia,2,31,1922,1959,local,False
woermann_linie,Woermann-Linie,3,31,1925,1939,local,False
point_fortin,Point Fortin,3,31,1928,1951,local,True
mbarara,Mbarara,2,31,1932,1962,local,False
shihr,Shihr,2,31,1939,1964,local,True
stann_creek_valley,Stann Creek Valley,1,31,1953,1966,local,True
cape_breton,Cape Breton,3,30,1867,1922,local,True
cape_york,Cape York,2,30,1877,1917,local,True
port_lincoln,Port Lincoln,1,30,1877,1917,local,True
head_mistress,Head Mistress,6,30,1883,1939,local,False
rode_valley,Rode Valley,2,30,1888,1922,local,True
leopard,Leopard,3,30,1888,1934,local,False
cape_pembroke,Cape Pembroke,1,30,1889,1928,local,True
klip_river,Klip River,1,30,1889,1927,local,True
st_eustatius,St. Eustatius,3,30,1889,1930,local,True
saba,Saba,3,30,1889,1930,local,False
st_bartholomew,St. Bartholomew,3,30,1889,1930,local,True
mount_victoria,Mount Victoria,3,30,1890,1951,local,True
preston,Preston,4,30,1890,1961,local,False
peak,Peak,3,30,1894,1966,local,False
mauke,Mauke,3,30,1894,1924,local,False
guayana,Guayana,1,30,1896,1930,local,True
st_hilda,St. Hilda,1,30,1897,1932,local,True
schomburgk,Schomburgk,1,30,1897,1930,local,False
kabba,Kabba,2,30,1900,1952,local,False
river_shashi,River Shashi,4,30,1905,1927,local,True
packet_co,Packet Co,4,30,1907,1929,local,False
civil_district,Civil District,4,30,1908,1940,local,True
brunei_river,Brunei River,2,30,1908,1951,local,True
moore_town,Moore Town,1,30,1910,1951,local,False
washington_islands,Washington Islands,5,30,1917,1963,local,True
at_colombo,At Colombo,1,30,1919,1946,local,False
islands_protectorate,Islands Protectorate,4,30,1920,1966,local,False
gulf_of_akaba,Gulf of Akaba,3,30,1921,1940,local,True
nativity,Nativity,1,30,1923,1946,local,False
lydda,Lydda,3,30,1923,1951,local,False
zambezi_river,Zambezi River,1,30,1925,1962,local,True
business_profits_tax,Business Profits Tax,2,30,1954,1966,local,False
interest_tax,Interest Tax,2,30,1954,1966,local,False
upper_canada,Upper Canada,3,29,1867,1886,local,True
pigeon_island,Pigeon Island,7,29,1867,1948,local,True
hobart_town,Hobart Town,2,29,1867,1883,local,True
auckland_isles,Auckland Isles,1,29,1877,1922,local,False
grafton,Grafton,3,29,1878,1917,local,False
south_sea_islands,South Sea Islands,2,29,1878,1922,local,True
cape_division,Cape Division,1,29,1883,1909,local,True
conception_bay,Conception Bay,1,29,1883,1927,local,True
little_bay,Little Bay,1,29,1883,1927,local,True
canary_islands,Canary Islands,7,29,1886,1940,ambiguous,True
river_corentyne,River Corentyne,1,29,1888,1930,local,True
nearly,Nearly,1,29,1888,1925,local,False
hervey_islands,Hervey Islands,5,29,1890,1924,local,True
san_cristoval,San Cristoval,4,29,1894,1948,local,True
melsetter,Melsetter,4,29,1898,1927,local,False
kameruns,Kameruns,4,29,1900,1921,local,False
foulahs,Foulahs,2,29,1900,1924,local,False
pamban_channel,Pamban Channel,1,29,1905,1946,local,True
tongareva,Tongareva,2,29,1905,1924,local,False
luangwa_river,Luangwa River,4,29,1905,1964,local,True
swahilis,Swahilis,4,29,1906,1951,local,False
esikuma,Esikuma,3,29,1906,1940,local,False
shire_valley,Shire Valley,3,29,1907,1960,local,True
river_their,River. Their,2,29,1910,1950,local,True
mamelles_island,Mamelles Island,1,29,1912,1948,local,True
bukuru,Bukuru,1,29,1915,1954,local,True
umba_river,Umba River,7,29,1922,1951,local,True
kenya_annexation_order,Kenya Annexation Order,3,29,1922,1963,local,False
kowloon_bay,Kowloon Bay,1,29,1923,1966,local,True
east_falkland_island,East Falkland Island,2,29,1924,1951,local,True
west_falkland_island,West Falkland Island,2,29,1924,1951,local,True
port_loko,Port Loko,1,29,1928,1955,local,True
kajiado,Kajiado,4,29,1930,1963,local,False
perim_island,Perim Island,2,29,1946,1966,local,True
stonecutters_island,Stonecutters Island,1,29,1948,1966,local,True
port_authority,Port Authority,2,29,1957,1966,local,True
bay_the,Bay. The,9,28,1867,1961,ambiguous,True
chatham_isles,Chatham Isles,1,28,1877,1922,local,False
hongkong,Hongkong,10,28,1877,1966,ambiguous,True
river_in,River. In,3,28,1878,1963,local,True
port_chalmers,Port Chalmers,1,28,1883,1922,local,True
nain,Nain,3,28,1886,1955,local,True
arrack,Arrack,2,28,1888,1940,local,False
saint_croix,Saint Croix,3,28,1888,1925,local,True
greenough,Greenough,1,28,1888,1917,local,False
northern_islands,Northern Islands,7,28,1889,1933,ambiguous,True
tufel,Tufel,3,28,1890,1939,local,False
bonny_river,Bonny River,2,28,1894,1951,local,True
the_harmattan,The Harmattan,4,28,1894,1950,local,False
mount_everard,Mount Everard,1,28,1897,1930,local,True
army_funds,Army Funds,1,28,1899,1939,local,False
lahadu,Lahadu,5,28,1900,1951,local,False
balambangan,Balambangan,3,28,1905,1940,local,True
the_commonwealth,The Commonwealth,6,28,1905,1927,local,False
st_barnabas,St. Barnabas,2,28,1906,1951,local,True
hatton_dickoya,Hatton Dickoya,1,28,1907,1934,local,False
indo_mauritian,Indo-Mauritian,1,28,1907,1956,local,False
ajumako,Ajumako,2,28,1907,1940,local,False
akim_kotoku,Akim Kotoku,3,28,1908,1940,local,False
quarry_bay,Quarry Bay,1,28,1908,1940,local,True
hill_station,Hill Station,2,28,1910,1934,local,False
christmas_island_phosphate,Christmas Island Phosphate,4,28,1911,1957,local,False
port_of_colombo,Port of Colombo,1,28,1914,1940,local,True
ranau,Ranau,2,28,1918,1963,local,False
sierra_leone_peninsula,Sierra Leone Peninsula,1,28,1925,1960,local,True
moroto,Moroto,5,28,1929,1962,local,False
fijian_development_fund,Fijian Development Fund,4,28,1953,1966,local,False
keppel_harbour,Keppel Harbour,3,28,1953,1963,local,True
river_st,River St,2,27,1877,1922,local,True
ordinances_no,Ordinances No,4,27,1886,1940,local,False
smyrna,Smyrna,1,27,1888,1925,local,True
toledo_district,Toledo District,1,27,1889,1962,local,True
port_of_st,Port of St,6,27,1889,1937,local,True
murray_river,Murray River,1,27,1889,1917,local,True
fort_junction,Fort Junction,2,27,1894,1925,local,True
fort_johnston,Fort Johnston,5,27,1896,1952,local,True
saint_james,Saint James,1,27,1896,1928,local,True
franklin,Franklin,4,27,1897,1922,local,True
mano_river,Mano River,1,27,1900,1951,local,True
san_jorge,San Jorge,3,27,1905,1933,local,True
fort_great_fredericksburg,Fort Great Fredericksburg,3,27,1905,1933,local,True
sweet_river,Sweet River,3,27,1905,1933,local,True
assen,Assen,3,27,1907,1940,local,False
litt,Litt,7,27,1908,1952,ambiguous,False
st_johnston,St. Johnston,5,27,1908,1951,local,True
banks_islands,Banks Islands,4,27,1909,1957,local,True
the_archbishop,The Archbishop,3,27,1910,1948,local,False
south_kavirondo,South Kavirondo,4,27,1910,1949,local,False
emperor_zeno,Emperor Zeno,1,27,1911,1951,local,False
antioch,Antioch,1,27,1911,1951,local,False
the_jolas,The Jolas,2,27,1913,1950,local,False
toddy_rents,Toddy Rents,1,27,1914,1940,local,False
cape_twelve,Cape. Twelve,1,27,1915,1951,local,True
registry,Registry,5,27,1917,1951,local,True
river_jordan,River Jordan,3,27,1921,1946,local,True
huni_valley,Huni Valley,3,27,1922,1956,local,True
saunders_island,Saunders Island,2,27,1929,1966,local,True
roan_antelope,Roan Antelope,1,27,1929,1952,local,False
hadhramaut,Hadhramaut,1,27,1936,1952,local,True
fula,Fula,3,27,1936,1965,local,False
bases,Bases,3,27,1953,1966,local,False
rocky_mountains,Rocky Mountains,2,26,1867,1909,local,True
dublin,Dublin,10,26,1877,1933,ambiguous,False
forest_hill,Forest Hill,2,26,1877,1917,local,True
gympie,Gympie,2,26,1878,1917,local,False
st_malo,St. Malo,1,26,1888,1927,local,True
tongaland,Tongaland,4,26,1888,1927,local,True
mitre_rock,Mitre Rock,2,26,1889,1917,local,False
anticosti,Anticosti,2,26,1889,1922,local,True
cape_ray,Cape Ray,1,26,1889,1927,local,True
st_barbe,St. Barbe,1,26,1890,1927,local,True
sarawak_river,Sarawak River,3,26,1894,1963,local,True
mount_hampden,Mount Hampden,5,26,1896,1927,local,True
ellice_groups,Ellice Groups,4,26,1897,1950,local,False
martens,Martens,1,26,1900,1930,local,False
komenda,Komenda,4,26,1900,1950,local,False
the_sherbro_district,The Sherbro District,1,26,1900,1924,local,True
monrovia,Monrovia,4,26,1905,1954,local,False
tunghi_bay,Tunghi Bay,1,26,1905,1951,local,True
kasempa,Kasempa,5,26,1907,1952,local,False
sio_river,Sio River,1,26,1907,1940,local,True
hlatikulu,Hlatikulu,1,26,1908,1966,local,False
zanzibar_town,Zanzibar Town,1,26,1909,1963,local,False
leicester_mountains,Leicester Mountains,1,26,1911,1940,local,True
hondo_river,Hondo River,1,26,1912,1950,local,True
orange_walk_district,Orange Walk District,1,26,1913,1966,local,True
lake_edward,Lake Edward,2,26,1917,1951,local,True
lakes_victoria,Lakes Victoria,5,26,1917,1954,local,False
corozal_district,Corozal District,1,26,1921,1966,local,True
palestine_government,Palestine Government,1,26,1923,1946,local,False
fernando_po,Fernando Po,3,26,1928,1960,local,True
river_they,River. They,7,25,1877,1931,ambiguous,True
port_pirie,Port Pirie,1,25,1877,1917,local,True
stanthorpe,Stanthorpe,2,25,1878,1917,local,False
noman,Noman,2,25,1883,1920,local,False
cedet_mile,Cedet Mile,2,25,1883,1936,local,False
berea_mountain,Berea Mountain,2,25,1888,1927,local,True
ktima,Ktima,1,25,1888,1959,local,False
yellaboi,Yellaboi,1,25,1888,1924,local,False
zambesi_river,Zambesi River,6,25,1889,1948,local,True
woodlark,Woodlark,2,25,1889,1917,local,False
yule_island,Yule Island,2,25,1894,1917,local,True
lower_wassaw,Lower Wassaw,4,25,1894,1925,local,False
the_cook_islands,The Cook Islands,4,25,1894,1924,local,True
mount_margaret,Mount Margaret,1,25,1898,1917,local,True
venezuela_point_barima,Venezuela Point Barima,1,25,1905,1930,local,False
point_barima,Point Barima,1,25,1905,1930,local,True
upper_takutu,Upper Takutu,1,25,1905,1930,local,False
vanga,Vanga,4,25,1905,1963,local,False
adamawa,Adamawa,2,25,1905,1952,local,False
nogal_valley,Nogal Valley,3,25,1905,1937,local,True
princes_river,Princes River,3,25,1905,1933,local,True
nightingale_islands,Nightingale Islands,3,25,1905,1952,local,True
gallas,Gallas,4,25,1906,1939,local,False
cayo_district,Cayo District,1,25,1907,1962,local,True
iwo,Iwo,3,25,1910,1960,local,False
direction_island,Direction Island,2,25,1911,1940,local,True
stavrovouni,Stavrovouni,1,25,1913,1951,local,False
kwa_ibo,Kwa-Ibo,1,25,1915,1951,local,False
western_sudan,Western Sudan,2,25,1915,1951,local,False
lombard_street,Lombard Street,4,25,1918,1951,local,False
cargo_steamers,Cargo Steamers,3,25,1920,1934,local,False
the_cameroons,The Cameroons,2,25,1920,1961,local,False
suk,Suk,2,25,1928,1951,local,False
thailand,Thailand,6,25,1940,1963,local,True
bruce,Bruce,4,24,1867,1966,local,False
arrack_rents,Arrack Rents,1,24,1877,1913,local,False
belmore,Belmore,4,24,1878,1961,local,False
lake_antoine,Lake Antoine,6,24,1879,1948,local,True
gulf_line,Gulf Line,5,24,1880,1963,local,True
st_andrews,St. Andrews,3,24,1886,1946,local,True
trobriand,Trobriand,2,24,1889,1917,local,False
arctic,Arctic,2,24,1889,1922,local,False
gulf_ports_line,Gulf Ports Line,3,24,1889,1924,local,True
battle_harbour,Battle Harbour,1,24,1890,1927,local,True
atabubu,Atabubu,3,24,1894,1922,local,False
buluwayo,Buluwayo,4,24,1896,1922,local,False
lake_mweru,Lake Mweru,6,24,1896,1964,local,True
pokra,Pokra,3,24,1896,1914,local,True
river_it,River. It,2,24,1899,1966,local,True
bay_there,Bay. There,7,24,1899,1965,ambiguous,True
north_west_district,North-West District,3,24,1899,1952,local,True
venezuelan_governments,Venezuelan Governments,1,24,1905,1930,local,False
ireng,Ireng,1,24,1905,1930,local,False
bruneis,Bruneis,2,24,1905,1951,local,False
fort_dorothea,Fort Dorothea,3,24,1905,1932,local,True
puruni_river,Puruni River,1,24,1906,1952,local,True
middle_veld,Middle Veld,1,24,1908,1927,local,False
kwang,Kwang,1,24,1914,1940,local,True
sahara_desert,Sahara Desert,1,24,1915,1951,local,False
niger_cross_river,Niger-Cross River,1,24,1915,1951,local,True
river_expedition,River Expedition,1,24,1915,1951,local,True
port_of_spain_board_ordinance,Port of Spain Board Ordinance,4,24,1915,1948,local,True
spain_board_ordinance,Spain Board Ordinance,4,24,1915,1948,local,True
port_of_spain_town_board,Port of Spain Town Board,4,24,1915,1948,local,True
spain_town_board,Spain Town Board,4,24,1915,1948,local,True
ewe,Ewe,2,24,1928,1950,local,False
isiolo,Isiolo,3,24,1932,1951,local,False
ruba,Ruba,2,24,1946,1966,local,False
masindi_port,Masindi Port,5,24,1946,1962,local,True
iban,Iban,1,24,1948,1963,local,False
saldanha_bay,Saldanha Bay,1,23,1867,1909,local,True
port_of_durban,Port of Durban,1,23,1877,1910,local,True
ravenswood,Ravenswood,2,23,1883,1917,local,True
river_murray,River Murray,3,23,1889,1917,local,True
appolonia,Appolonia,4,23,1889,1920,local,False
owen_stanley_range,Owen Stanley Range,2,23,1890,1917,local,False
cape_john,Cape John,1,23,1890,1927,local,True
croydon,Croydon,3,23,1890,1917,local,True
pine_creek,Pine Creek,5,23,1890,1920,local,True
avalon,Avalon,1,23,1894,1927,local,True
tilt_cove,Tilt Cove,1,23,1894,1927,local,True
exploits_river,Exploits River,1,23,1894,1927,local,True
negapatam,Negapatam,3,23,1894,1925,local,True
good_hope_island,Good Hope Island,4,23,1894,1940,local,True
bell_island,Bell Island,2,23,1897,1927,local,True
eldorado,Eldorado,1,23,1897,1951,local,True
mira_bay,Mira Bay,1,23,1900,1940,local,True
wei,Wei,3,23,1900,1929,local,True
trusan_river,Trusan River,3,23,1905,1963,local,True
nyando_valley,Nyando Valley,1,23,1905,1930,local,True
stone,Stone,2,23,1905,1966,local,False
manding,Manding,2,23,1910,1950,local,False
birrim_district,Birrim District,3,23,1910,1934,trading_partner,True
benque_viejo,Benque Viejo,1,23,1911,1951,local,False
the_cypriote_church,The Cypriote Church,1,23,1911,1940,local,False
moyale,Moyale,4,23,1911,1951,local,False
cecil_gwyn,Cecil Gwyn,2,23,1912,1924,local,False
bajana,Bajana,2,23,1917,1950,local,False
sulu_islands,Sulu Islands,1,23,1919,1963,local,True
lake_of_tiberias,Lake of Tiberias,1,23,1921,1946,local,True
esdraelon,Esdraelon,1,23,1921,1946,local,False
passenger,Passenger,3,23,1922,1940,local,False
mons,Mons,4,23,1922,1952,local,True
borg_olivier,Borg Olivier,3,23,1922,1964,local,False
avonmouth,Avonmouth,4,23,1925,1951,local,True
the_tonga,The Tonga,3,23,1948,1966,local,False
malaysia,Malaysia,6,23,1950,1964,local,False
hudson_bay,Hudson Bay,3,22,1867,1922,local,True
sangemankande,Sangemankande,1,22,1867,1922,local,False
bowen,Bowen,3,22,1867,1965,local,True
see_leeward_islands,See Leeward Islands,12,22,1877,1886,ambiguous,True
cairns,Cairns,3,22,1877,1917,local,True
the_orange_river,The Orange River,3,22,1883,1910,local,True
middle_island,Middle Island,1,22,1883,1907,local,True
kermadec_islands,Kermadec Islands,1,22,1888,1922,local,True
malden_island,Malden Island,5,22,1890,1963,local,True
point_in,Point. In,2,22,1890,1940,local,True
mount_william,Mount William,2,22,1894,1917,local,True
daru,Daru,3,22,1896,1951,local,True
lake_nyassa,Lake Nyassa,7,22,1896,1934,ambiguous,True
ranfurly,Ranfurly,4,22,1897,1966,local,False
clement,Clement,4,22,1897,1951,local,False
wenamu,Wenamu,1,22,1900,1930,local,False
government_stations,Government Stations,2,22,1905,1927,local,False
macusis,Macusis,1,22,1905,1929,local,False
loyi,Loyi,3,22,1905,1951,local,False
elgon,Elgon,5,22,1906,1963,local,False
the_highlands,The Highlands,3,22,1909,1959,local,False
cape_australia,Cape-Australia,2,22,1911,1940,local,False
river_railway_viaduct,River Railway Viaduct,1,22,1915,1940,local,True
congo_river,Congo River,1,22,1915,1949,local,True
northern_sherbro_district,Northern Sherbro District,1,22,1915,1934,local,True
orthodox_eastern_church,Orthodox Eastern Church,1,22,1917,1951,local,False
mafia,Mafia,6,22,1923,1961,local,True
river_yarmuk,River Yarmuk,1,22,1924,1937,local,True
tasso_island,Tasso Island,1,22,1925,1960,local,True
flint_island,Flint Island,3,22,1927,1963,local,True
oxford_university_press,Oxford University Press,2,22,1927,1951,local,False
karachi,Karachi,4,22,1931,1956,local,False
aqaba,Aqaba,1,22,1933,1946,local,True
the_western_aden,The Western Aden,2,22,1939,1962,local,False
nilotic,Nilotic,2,22,1946,1951,local,False
port_lockroy,Port Lockroy,3,22,1956,1966,local,True
vere,Vere,2,21,1867,1917,local,True
cape_in,Cape. In,1,21,1877,1909,local,True
the_transvaal,The Transvaal,4,21,1878,1913,local,False
buffalo_river,Buffalo River,3,21,1880,1922,local,True
swan_river,Swan River,1,21,1888,1917,local,True
new_republic,New Republic,3,21,1888,1910,local,False
alaska,Alaska,2,21,1889,1922,local,False
greenland,Greenland,2,21,1889,1922,local,False
st_lawrence_river,St. Lawrence River,2,21,1889,1922,local,True
lawrence_river,Lawrence River,2,21,1889,1922,local,True
bethuk,Bethuk,1,21,1889,1919,local,False
san_estevan,San Estevan,1,21,1890,1920,local,True
mitiaro,Mitiaro,3,21,1890,1922,local,False
pitt,Pitt,1,21,1890,1922,local,False
amatongaland,Amatongaland,4,21,1890,1908,local,True
the_bay_islands,The Bay Islands,1,21,1894,1921,local,True
gloucestershire,Gloucestershire,1,21,1894,1921,local,False
oregon,Oregon,1,21,1894,1921,local,True
the_limbang_river,The Limbang River,2,21,1894,1940,local,True
mount_macedon,Mount Macedon,1,21,1894,1917,local,True
kiriwina,Kiriwina,2,21,1896,1917,local,False
cape_government_railways,Cape Government Railways,2,21,1896,1913,local,True
caribbean_islands,Caribbean Islands,1,21,1897,1951,local,True
yukon,Yukon,2,21,1898,1922,local,False
muri,Muri,2,21,1900,1927,local,False
cotinga,Cotinga,1,21,1905,1930,local,False
muruts,Muruts,3,21,1905,1961,local,False
sandakan_bay,Sandakan Bay,2,21,1905,1934,local,True
soufri,Soufri,5,21,1909,1966,local,True
bocas,Bocas,4,21,1911,1936,local,False
can,Can,6,21,1912,1962,local,False
mt_ruwenzori,Mt. Ruwenzori,1,21,1917,1951,local,True
nauru,Nauru,9,21,1917,1963,ambiguous,True
sanaga_river,Sanaga River,1,21,1920,1951,local,True
muni,Muni,1,21,1920,1951,local,True
mazaruni_river,Mazaruni River,1,21,1923,1951,local,True
the_ellice_islands,The Ellice Islands,5,21,1924,1950,local,True
nicholas_channels,Nicholas Channels,4,21,1939,1966,local,False
western_nigeria,Western Nigeria,2,21,1957,1960,local,True
cape_colonists,Cape Colonists,4,20,1877,1913,local,True
est,Est,3,20,1877,1951,local,False
darling_downs,Darling Downs,2,20,1877,1917,local,False
taungs,Taungs,2,20,1889,1898,local,True
gulf_of_papua,Gulf of Papua,2,20,1889,1917,local,True
keewatin,Keewatin,2,20,1890,1922,local,True
raoul,Raoul,1,20,1890,1922,local,False
bromers_islands,Bromers Islands,2,20,1894,1937,local,True
starbuck_island,Starbuck Island,5,20,1894,1963,local,True
manahiki,Manahiki,3,20,1894,1922,local,False
australian_alps,Australian Alps,2,20,1894,1917,local,False
port_phillip_bay,Port Phillip Bay,1,20,1894,1917,local,True
bamangwato,Bamangwato,3,20,1897,1966,local,False
sherbro_district,Sherbro District,1,20,1900,1924,local,True
city_district,City District,1,20,1905,1925,local,True
st_andrew_railway,St. Andrew Railway,1,20,1905,1925,local,True
kortimo,Kortimo,1,20,1905,1924,local,False
wapisianas,Wapisianas,1,20,1906,1930,local,False
anuradapura,Anuradapura,1,20,1908,1934,local,False
mbabane_district,Mbabane District,3,20,1908,1927,local,True
green_island,Green Island,1,20,1910,1966,local,True
boulogne,Boulogne,3,20,1910,1939,local,False
sombreiro,Sombreiro,2,20,1911,1951,local,False
chargeurs,Chargeurs,4,20,1911,1929,local,False
jie,Jie,2,20,1912,1963,local,False
at_bonny,At Bonny,1,20,1917,1951,local,False
chra_river,Chra River,4,20,1920,1948,local,True
river_tiel,River Tiel,1,20,1921,1951,local,True
elgeyo,Elgeyo,3,20,1922,1962,local,False
sangamankanda,Sangamankanda,1,20,1923,1946,local,False
san_remo,San Remo,2,20,1923,1946,local,True
mount_lavinia,Mount Lavinia,1,20,1931,1946,local,True
river_nile,River Nile,4,20,1932,1951,local,True
river_north_west,River North West,1,20,1937,1951,local,True
wahidi,Wahidi,2,20,1939,1966,local,False
manzini,Manzini,1,20,1962,1966,local,False
bruni,Bruni,3,19,1867,1949,local,False
the_turks_islands,The Turks Islands,1,19,1877,1966,local,True
no_man,No Man,1,19,1878,1917,local,False
mount_pleasant,Mount Pleasant,1,19,1878,1917,local,True
port_department,Port Department,4,19,1883,1939,local,True
matare,Matare,2,19,1886,1946,local,False
antony_la_roche,Antony La Roche,1,19,1888,1921,local,False
esquimaux,Esquimaux,2,19,1889,1922,local,False
the_clyde_line,The Clyde Line,1,19,1889,1928,local,False
arctic_islands,Arctic Islands,2,19,1890,1920,local,True
cato_island,Cato Island,4,19,1890,1951,local,True
bieques,Bieques,4,19,1890,1927,local,False
forcados_river,Forcados River,5,19,1894,1914,local,True
opobo_rivers,Opobo Rivers,3,19,1897,1912,local,False
alexander_campbell_onslow,Alexander Campbell Onslow,1,19,1897,1917,local,False
pylstart_island,Pylstart Island,4,19,1897,1940,local,True
muhammad,Muhammad,4,19,1898,1951,local,False
bay_st,Bay St,1,19,1898,1927,local,True
burnt_bay,Burnt Bay,1,19,1898,1924,local,True
bakwena,Bakwena,3,19,1899,1966,local,False
tanaland,Tanaland,4,19,1900,1930,local,False
shantung,Shantung,2,19,1900,1930,local,True
massaruni_river,Massaruni River,1,19,1905,1925,local,True
meko,Meko,3,19,1905,1914,local,False
maltese_islands,Maltese Islands,2,19,1905,1964,local,True
